Genome	Order_VC_predicted	Family_VC_predicted	Genus_VC_predicted	VC	VC Subcluster	VC Status
Mycobacterium~phage~Panchino	['Caudovirales']	['Siphoviridae']	['Buttersvirus', 'Charlievirus', 'Redivirus']	142_0	VC_142_0	Clustered
Mycobacterium~phage~Papez	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Papyrus	['Caudovirales']	['Siphoviridae']	['Send513virus']	502_0	VC_502_0	Clustered
Mycobacterium~phage~Pari	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Patience	['Caudovirales']	['Siphoviridae']	['Patiencevirus', 'Barnyardvirus']	504_1	VC_504_1	Clustered
Mycobacterium~phage~PattyP	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~PegLeg	['Caudovirales']	['Siphoviridae']	['Bongovirus', 'Reyvirus']	579_0	VC_579_0	Clustered
Mycobacterium~phage~Pepe	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Phantastic	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_0	VC_509_0	Clustered
Mycobacterium~phage~PhatBacter	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~phage~Phatniss	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Phaux	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~phage~Phayonce	['Caudovirales']	['Siphoviridae']	['Fishburnevirus', 'Phayoncevirus', 'Bignuzvirus']	490_0	VC_490_0	Clustered
Mycobacterium~phage~Phipps	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~Phlei	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_2	VC_508_2	Clustered
Mycobacterium~phage~Phrann	['Caudovirales']	['Siphoviridae']	['Buttersvirus', 'Charlievirus', 'Redivirus']	142_0	VC_142_0	Clustered
Mycobacterium~phage~PhrostyMug	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Phrux	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~phage~Pinto	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Pioneer	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_0	VC_508_0	Clustered
Mycobacterium~phage~Pipsqueaks	['Caudovirales']	['Siphoviridae']	['Buttersvirus', 'Charlievirus', 'Redivirus']	142_0	VC_142_0	Clustered
Mycobacterium~phage~Piro94	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~phage~Pleione	['Caudovirales']	['Myoviridae']	['Bixzunavirus', 'Bxz1virus']	577_0	VC_577_0	Clustered
Mycobacterium~phage~PopTart	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Pops	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~Predator	['Caudovirales']	['Siphoviridae']	['Patiencevirus', 'Barnyardvirus']	504_1	VC_504_1	Clustered
Mycobacterium~phage~Quico	['Caudovirales']	['Siphoviridae']	['Cheoctovirus']	486_10	VC_486_10	Clustered
Mycobacterium~phage~Quink	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~phage~RedRock	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~phage~Redi	['Caudovirales']	['Siphoviridae']	['Buttersvirus', 'Charlievirus', 'Redivirus']	142_0	VC_142_0	Clustered
Mycobacterium~phage~Redno2	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_1	VC_576_1	Clustered/Singleton
Mycobacterium~phage~Renaud18	['Caudovirales']	['Siphoviridae']	['Cheoctovirus']	486_1	VC_486_1	Clustered/Singleton
Mycobacterium~phage~Rey	['Caudovirales']	['Siphoviridae']	['Bongovirus', 'Reyvirus']	579_0	VC_579_0	Clustered
Mycobacterium~phage~RhynO	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~phage~RidgeCB	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Rizal	['Caudovirales']	['Myoviridae']	['Bixzunavirus', 'Bxz1virus']	577_0	VC_577_0	Clustered
Mycobacterium~phage~Rockstar	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_0	VC_509_0	Clustered
Mycobacterium~phage~Rufus	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~SWU1	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~phage~Saal	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~SarFire	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~ScottMcG	['Caudovirales']	['Myoviridae']	['Bixzunavirus', 'Bxz1virus']	577_0	VC_577_0	Clustered
Mycobacterium~phage~Seabiscuit	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Seagreen	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_7	VC_486_7	Clustered
Mycobacterium~phage~Sebata	['Caudovirales']	['Myoviridae']	['Bixzunavirus', 'Bxz1virus']	577_0	VC_577_0	Clustered
Mycobacterium~phage~Send513	['Caudovirales']	['Siphoviridae']	['Send513virus']	502_0	VC_502_0	Clustered
Mycobacterium~phage~Serenity	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~phage~Severus	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~phage~Shauna1	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_0	VC_486_0	Clustered
Mycobacterium~phage~ShedlockHolmes	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~phage~Sheen	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~phage~ShiLan	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~ShiVal	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~Shipwreck	['Caudovirales']	['Siphoviridae']	['Fishburnevirus', 'Phayoncevirus', 'Bignuzvirus']	490_0	VC_490_0	Clustered
Mycobacterium~phage~SiSi	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~SirDuracell	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~phage~SkiPole	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~SkinnyPete	['Caudovirales']	['Siphoviridae']	['Buttersvirus', 'Charlievirus', 'Redivirus']	142_0	VC_142_0	Clustered
Mycobacterium~phage~Smeadley	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_0	VC_510_0	Clustered
Mycobacterium~phage~Sneeze	['Caudovirales']	['Siphoviridae']	['Liefievirus']	512_0	VC_512_0	Clustered
Mycobacterium~phage~Snenia	['Caudovirales']	['Siphoviridae']	['Bronvirus']	578_0	VC_578_0	Clustered
Mycobacterium~phage~Solon	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Soto	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~Sparkdehlily	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Sparky	['Caudovirales']	['Siphoviridae']	Unassigned	386_1	VC_386_1	Clustered/Singleton
Mycobacterium~phage~Spartacus	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Spud	['Caudovirales']	['Myoviridae']	['Bixzunavirus', 'Bxz1virus']	577_0	VC_577_0	Clustered
Mycobacterium~phage~Squirty	['Caudovirales']	['Siphoviridae']	['Cheoctovirus']	486_4	VC_486_4	Clustered/Singleton
Mycobacterium~phage~Suffolk	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~SweetiePie	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~phage~Swirley	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_1	VC_510_1	Clustered
Mycobacterium~phage~Swish	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~Switzer	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~TChen	['Caudovirales']	['Siphoviridae']	['Cheoctovirus']	486_2	VC_486_2	Clustered
Mycobacterium~phage~TM4	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~phage~Taj	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Tasp14	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Theia	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_1	VC_510_1	Clustered
Mycobacterium~phage~TheloniousMonk	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~ThetaBob	['Caudovirales']	['Siphoviridae']	['Cheoctovirus']	486_2	VC_486_2	Clustered
Mycobacterium~phage~Thibault	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_2	VC_576_2	Clustered/Singleton
Mycobacterium~phage~Tiffany	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_0	VC_509_0	Clustered
Mycobacterium~phage~Tiger	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_1	VC_510_1	Clustered
Mycobacterium~phage~Timshel	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~phage~Tonenili	['Caudovirales']	['Myoviridae']	['Bixzunavirus', 'Bxz1virus']	577_0	VC_577_0	Clustered
Mycobacterium~phage~Toto	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~phage~Trike	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~phage~Trixie	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~phage~Troll4	['Caudovirales']	['Siphoviridae']	['Hawkeyevirus', 'Plotvirus', 'Pbi1virus']	503_0	VC_503_0	Clustered
Mycobacterium~phage~Trouble	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Turbido	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~phage~Turj99	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Tweety	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Twister	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~phage~U2	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~UncleHowie	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~UnionJack	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_1	VC_510_1	Clustered
Mycobacterium~phage~Validus	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~phage~Velveteen	['Caudovirales']	['Siphoviridae']	['Cheoctovirus']	486_6	VC_486_6	Clustered
Mycobacterium~phage~Violet	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Vista	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~VohminGhazi	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_2	VC_508_2	Clustered
Mycobacterium~phage~Vortex	['Caudovirales']	['Siphoviridae']	['Pg1virus', 'Pegunavirus']	514_0	VC_514_0	Clustered
Mycobacterium~phage~WIVsmall	['Caudovirales']	['Siphoviridae']	['Cheoctovirus']	486_8	VC_486_8	Clustered/Singleton
Mycobacterium~phage~Wanda	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_0	VC_576_0	Clustered
Mycobacterium~phage~Wee	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Wheeler	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~phage~Whirlwind	['Caudovirales']	['Siphoviridae']	['Bronvirus']	578_0	VC_578_0	Clustered
Mycobacterium~phage~Wile	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~phage~XFactor	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~phage~Xeno	['Caudovirales']	['Siphoviridae']	['Buttersvirus', 'Charlievirus', 'Redivirus']	142_0	VC_142_0	Clustered
Mycobacterium~phage~Zaka	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_2	VC_508_2	Clustered
Mycobacterium~phage~ZoeJ	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~virus~244	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~virus~Alma	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_0	VC_508_0	Clustered
Mycobacterium~virus~Anaya	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~virus~Angelica	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~virus~Ardmore	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Arturo	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~virus~Astro	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_0	VC_510_0	Clustered
Mycobacterium~virus~BBPiebs31	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Backyardigan	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~virus~Baka	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_0	VC_576_0	Clustered
Mycobacterium~virus~Bask21	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~virus~Benedict	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_1	VC_510_1	Clustered
Mycobacterium~virus~Bethlehem	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Billknuckles	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Boomer	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Bron	['Caudovirales']	['Siphoviridae']	['Bronvirus']	578_0	VC_578_0	Clustered
Mycobacterium~virus~Bruns	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Bxb1	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Bxz2	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_0	VC_509_0	Clustered
Mycobacterium~virus~CJW1	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~virus~Che12	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~virus~Che8	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_9	VC_486_9	Clustered
Mycobacterium~virus~Corndog	['Caudovirales']	['Siphoviridae']	['Corndogvirus']	581_0	VC_581_0	Clustered
Mycobacterium~virus~Courthouse	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_3	VC_576_3	Clustered
Mycobacterium~virus~Crimd	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~virus~Cuco	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_1	VC_510_1	Clustered
Mycobacterium~virus~D29	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~virus~Deadp	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Dlane	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Doom	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Dorothy	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Dotproduct	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Drago	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Ericb	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_2	VC_508_2	Clustered
Mycobacterium~virus~Euphoria	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Eureka	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~virus~Faith1	['Caudovirales']	['Siphoviridae']	['Bronvirus']	578_0	VC_578_0	Clustered
Mycobacterium~virus~Fionnbarth	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_0	VC_493_0	Clustered
Mycobacterium~virus~Firecracker	['Caudovirales']	['Siphoviridae']	['Corndogvirus']	581_0	VC_581_0	Clustered
Mycobacterium~virus~Fruitloop	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~George	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	510_1	VC_510_1	Clustered
Mycobacterium~virus~Gladiator	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_2	VC_508_2	Clustered
Mycobacterium~virus~Goose	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~virus~Gumbie	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Halo	['Caudovirales']	['Siphoviridae']	['Liefievirus']	512_0	VC_512_0	Clustered
Mycobacterium~virus~Hammer	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_2	VC_508_2	Clustered
Mycobacterium~virus~Heldan	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_0	VC_509_0	Clustered
Mycobacterium~virus~Ibhubesi	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~JC27	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~JHC117	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_0	VC_509_0	Clustered
Mycobacterium~virus~Jasper	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Jaws	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~virus~Jeffabunny	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_2	VC_508_2	Clustered
Mycobacterium~virus~Joedirt	['Caudovirales']	['Siphoviridae']	['Bronvirus']	578_0	VC_578_0	Clustered
Mycobacterium~virus~KBG	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Kostya	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
Mycobacterium~virus~Kssjeb	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Kugel	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~L5	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_1	VC_508_1	Clustered
Mycobacterium~virus~LHTSCC	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~virus~Lesedi	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Liefie	['Caudovirales']	['Siphoviridae']	['Liefievirus']	512_0	VC_512_0	Clustered
Mycobacterium~virus~Littlee	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_4	VC_576_4	Clustered
Mycobacterium~virus~Macncheese	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~virus~Marcell	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Microwolf	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_0	VC_509_0	Clustered
Mycobacterium~virus~Mozy	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_7	VC_486_7	Clustered
Mycobacterium~virus~Mrgordo	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Museum	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Mutaforma13	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Nepal	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Omega	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_4	VC_576_4	Clustered
Mycobacterium~virus~Optimus	['Caudovirales']	['Siphoviridae']	['Omegavirus']	576_0	VC_576_0	Clustered
Mycobacterium~virus~PMC	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Pacc40	['Caudovirales']	['Siphoviridae']	['Cheoctovirus', 'Che8virus']	486_11	VC_486_11	Clustered
Mycobacterium~virus~Packman	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	508_0	VC_508_0	Clustered
Mycobacterium~virus~Peaches	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	509_1	VC_509_1	Clustered
Mycobacterium~virus~Perseus	['Caudovirales']	['Siphoviridae']	['L5virus', 'Fromanvirus']	575_0	VC_575_0	Clustered
Mycobacterium~virus~Pixie	['Caudovirales']	['Siphoviridae']	['Tm4virus', 'Timquatrovirus']	493_1	VC_493_1	Clustered
Mycobacterium~virus~Porky	['Caudovirales']	['Siphoviridae']	['Kostyavirus', 'Cjw1virus']	580_0	VC_580_0	Clustered
